,Builder Name,City,Locality,Property Type,Price in Crores,Area in Sqft,Construction Status,Age of property
214,Beyond NatureBUILDER0,Hyderabad,Sadashivpet,Residential Plot ,0.81,4050,New,Possession by Feb 2024
215,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.52,1100,Ready to move,6 - 7 years old
216,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.55,1060,Under Construction,2 Bathrooms
217,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.52,1110,Under Construction,2 Bathrooms
218,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.53,1110,Ready to move,6 - 7 years old
219,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.53,1185,Ready to move,6 - 7 years old
220,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,2 BHK Apartment ,0.53,1125,Under Construction,Possession by Apr 2025
221,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.37,1000,Ready to move,6 - 7 years old
222,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.53,1185,Ready to move,6 - 7 years old
223,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.35,1000,Ready to move,6 - 7 years old
224,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.37,1000,Ready to move,6 - 7 years old
225,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.54,1195,Ready to move,6 - 7 years old
226,Maaruthi GroupAGENT0,Hyderabad,Bowrampet,"2 BHK ApartmentBowrampet, Hyderabad",0.37,1000,Ready to move,2 Bathrooms
227,Maaruthi GroupAGENT0,Hyderabad,Bowrampet,"2 BHK ApartmentBowrampet, Hyderabad",0.37,1000,Ready to move,2 Bathrooms
228,Maaruthi GroupAGENT0,Hyderabad,Bowrampet,"2 BHK ApartmentBowrampet, Hyderabad",0.37,1000,Ready to move,2 Bathrooms
229,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.52,1100,Ready to move,6 - 7 years old
230,Maaruthi GroupAGENT0,Hyderabad,Kompally,"3 BHK VillaKompally, Hyderabad",1.55,2524,Under Construction,3 Bathrooms
231,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.53,1100,Ready to move,6 - 7 years old
232,Maaruthi GroupAGENT0,Hyderabad,Bachupally,"2 BHK ApartmentBachupally, Hyderabad",0.44,1150,Ready to move,2 Bathrooms
233,Maaruthi GroupAGENT0,Hyderabad,Bowrampet,"3 BHK VillaBowrampet, Hyderabad",1.67,2370,Ready to move,3 Bathrooms
234,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.61,1130,Ready to move,6 - 7 years old
235,Maaruthi GroupAGENT0,Hyderabad,Miyapur,"2 BHK ApartmentMiyapur, Hyderabad",0.68,1150,Ready to move,2 Bathrooms
236,Maaruthi GroupAGENT0,Hyderabad,Miyapur,"2 BHK ApartmentMiyapur, Hyderabad",0.685,1220,Ready to move,2 Bathrooms
237,Ira RealityBUILDER0,Hyderabad,Mamidipally,4 BHK Villa ,7.35,6125,Under Construction,Possession by May 2025
238,Ira RealityBUILDER0,Hyderabad,Mamidipally,4 BHK Villa ,7.32,6105,Under Construction,Possession by May 2025
239,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.56,1110,Ready to move,6 - 7 years old
240,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.5736,1195,Ready to move,6 - 7 years old
241,Maaruthi GroupAGENT0,Hyderabad,Kukatpally,"3 BHK ApartmentKukatpally, Hyderabad",1.1,2000,Ready to move,3 Bathrooms
242,Maaruthi GroupAGENT0,Hyderabad,Kukatpally,"2 BHK ApartmentKukatpally, Hyderabad",0.6018,1060,Ready to move,2 Bathrooms
243,Maaruthi GroupAGENT0,Hyderabad,Nizampet,"2 BHK ApartmentNizampet, Hyderabad",0.9940000000000001,1800,Ready to move,2 Bathrooms
244,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"3 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.665,1600,Ready to move,6 - 7 years old
245,Maaruthi GroupAGENT0,Hyderabad,Nizampet,2 BHK Apartment ,0.62,1125,Ready to move,2 Bathrooms
246,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.55,1165,Ready to move,6 - 7 years old
247,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.51,1200,Ready to move,6 - 7 years old
248,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"2 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.58,1160,Ready to move,6 - 7 years old
249,Maaruthi GroupAGENT0,Hyderabad,Pragathi Nagar Kukatpally,"3 BHK ApartmentPragathi Nagar Kukatpally, Hyderabad",0.56,1415,Ready to move,6 - 7 years old
250,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,1.04,1900,Under Construction,Possession by Nov 2025
251,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.9212,1675,Under Construction,Possession by Nov 2025
252,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.9212,1675,Under Construction,Possession by Nov 2025
253,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,1.08,1965,Under Construction,Possession by Nov 2025
254,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,1.08,1965,Under Construction,Possession by Nov 2025
255,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,1.04,1900,Under Construction,Possession by Nov 2025
256,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,1.04,1900,Under Construction,Possession by Nov 2025
257,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.9212,1675,Under Construction,Possession by Nov 2025
258,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.9212,1675,Under Construction,Possession by Nov 2025
259,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,1.1,2010,Under Construction,Possession by Nov 2025
260,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,1.1,2010,Under Construction,Possession by Nov 2025
261,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.9790000000000001,1780,Under Construction,Possession by Nov 2025
262,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.9790000000000001,1780,Under Construction,Possession by Nov 2025
263,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,1.09,1990,Under Construction,Possession by Nov 2025
264,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,1.09,1990,Under Construction,Possession by Nov 2025
265,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.968,1760,Under Construction,Possession by Nov 2025
266,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.968,1760,Under Construction,Possession by Nov 2025
267,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.858,1560,Under Construction,Possession by Nov 2025
268,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.858,1560,Under Construction,Possession by Nov 2025
269,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,2 BHK Apartment ,0.6792,1235,Under Construction,Possession by Nov 2025
270,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,2 BHK Apartment ,0.6792,1235,Under Construction,Possession by Nov 2025
271,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.9157,1665,Under Construction,Possession by Nov 2025
272,Vasavi GroupBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.9157,1665,Under Construction,Possession by Nov 2025
273,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,3 BHK Apartment ,1.59,2283,Under Construction,Possession by Nov 2026
274,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,3 BHK Apartment ,1.78,2555,Under Construction,Possession by Nov 2026
275,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,3 BHK Apartment ,1.78,2550,Under Construction,Possession by Nov 2026
276,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,3 BHK Apartment ,1.15,1650,Under Construction,Possession by Nov 2026
277,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,3 BHK Apartment ,1.57,2250,Under Construction,Possession by Nov 2026
278,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,3 BHK Apartment ,1.36,1950,Under Construction,Possession by Nov 2026
279,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,3 BHK Apartment ,1.36,1953,Under Construction,Possession by Nov 2026
280,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,3 BHK Apartment ,1.58,2267,Under Construction,Possession by Nov 2026
281,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,3 BHK Apartment ,1.18,1693,Under Construction,Possession by Nov 2026
282,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,3 BHK Apartment ,1.16,1669,Under Construction,Possession by Nov 2026
283,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,2 BHK Apartment ,0.9392,1342,Under Construction,Possession by Nov 2026
284,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,3 BHK Apartment ,1.4,2004,Under Construction,Possession by Nov 2026
285,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,2 BHK Apartment ,0.9378,1340,Under Construction,Possession by Nov 2026
286,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,3 BHK Apartment ,1.64,2352,Under Construction,Possession by Nov 2026
287,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,2 BHK Apartment ,0.9364,1338,Under Construction,Possession by Nov 2026
288,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,3 BHK Apartment ,1.17,1676,Under Construction,Possession by Nov 2026
289,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,3 BHK Apartment ,1.38,1983,Under Construction,Possession by Nov 2026
290,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,3 BHK Apartment ,1.15,1652,Under Construction,Possession by Nov 2026
291,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,4 BHK Apartment ,2.76,3950,Under Construction,Possession by Nov 2026
292,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,4 BHK Apartment ,2.85,4079,Under Construction,Possession by Nov 2026
293,Vasavi GroupBUILDER0,Hyderabad,Saroor Nagar,2 BHK Apartment ,0.9308,1330,Under Construction,Possession by Nov 2026
294,APR GroupBUILDER0,Hyderabad,Gagillapur,3 BHK Villa ,1.36,2280,Under Construction,Possession by Feb 2024
295,APR GroupBUILDER0,Hyderabad,Gagillapur,3 BHK Villa ,1.49,2490,Under Construction,Possession by Feb 2024
296,APR GroupBUILDER0,Hyderabad,Gagillapur,3 BHK Villa ,1.26,2100,Under Construction,Possession by Feb 2024
297,APR GroupBUILDER0,Hyderabad,Gagillapur,3 BHK Villa ,1.19,2010,Under Construction,Possession by Feb 2024
298,APR GroupBUILDER0,Hyderabad,Gagillapur,3 BHK Villa ,1.43,2390,Under Construction,Possession by Feb 2024
299,APR GroupBUILDER0,Hyderabad,Gagillapur,3 BHK Villa ,1.48,2470,Under Construction,Possession by Feb 2024
300,APR GroupBUILDER0,Hyderabad,Hayathnagar,4 BHK Villa ,1.89,2540,Ready to move,1 - 2 years old
301,APR GroupBUILDER0,Hyderabad,Hayathnagar,4 BHK Villa ,1.89,2540,Ready to move,1 - 2 years old
302,APR GroupBUILDER0,Hyderabad,Hayathnagar,4 BHK Villa ,2.13,2865,Ready to move,1 - 2 years old
303,APR GroupBUILDER0,Hyderabad,Hayathnagar,4 BHK Villa ,2.13,2865,Ready to move,1 - 2 years old
304,APR GroupBUILDER0,Hyderabad,Hayathnagar,4 BHK Villa ,1.88,2525,Ready to move,1 - 2 years old
305,APR GroupBUILDER0,Hyderabad,Hayathnagar,4 BHK Villa ,1.88,2525,Ready to move,1 - 2 years old
306,APR GroupBUILDER0,Hyderabad,Hayathnagar,4 BHK Villa ,1.65,2215,Ready to move,1 - 2 years old
307,APR GroupBUILDER0,Hyderabad,Hayathnagar,4 BHK Villa ,1.65,2215,Ready to move,1 - 2 years old
308,sellerVERIFIED OWNER,Hyderabad,Kollur,"2 BHK ApartmentKollur, Hyderabad",0.755,1510,Under Construction,2 Bathrooms
309,ASBLBUILDER0,Hyderabad,Kokapet,3 BHK Apartment ,1.9,1905,Under Construction,Possession by Oct 2023
310,ASBLBUILDER0,Hyderabad,Nanakramguda,3 BHK Apartment ,1.88,1980,Under Construction,Possession by Nov 2025
311,ASBLBUILDER0,Hyderabad,Nanakramguda,3 BHK Apartment ,2.1,2220,Under Construction,Possession by Nov 2025
312,ASBLBUILDER0,Hyderabad,Nanakramguda,3 BHK Apartment ,2.09,2210,Under Construction,Possession by Nov 2025
313,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,3 BHK Apartment ,1.21,1935,Under Construction,Possession by May 2027
314,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,3 BHK Apartment ,1.21,1935,Under Construction,Possession by May 2027
315,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,2 BHK Apartment ,0.8098000000000001,1285,Under Construction,Possession by May 2027
316,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,2 BHK Apartment ,0.8098000000000001,1285,Under Construction,Possession by May 2027
317,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,3 BHK Apartment ,1.4,2225,Under Construction,Possession by May 2027
318,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,3 BHK Apartment ,1.4,2225,Under Construction,Possession by May 2027
319,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,3 BHK Apartment ,1.2,1910,Under Construction,Possession by May 2027
320,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,3 BHK Apartment ,1.2,1910,Under Construction,Possession by May 2027
321,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,3 BHK Apartment ,0.9103,1445,Under Construction,Possession by May 2027
322,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,3 BHK Apartment ,0.9103,1445,Under Construction,Possession by May 2027
323,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,3 BHK Apartment ,1.08,1720,Under Construction,Possession by May 2027
324,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,3 BHK Apartment ,1.08,1720,Under Construction,Possession by May 2027
325,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,3 BHK Apartment ,1.37,2180,Under Construction,Possession by May 2027
326,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,3 BHK Apartment ,1.37,2180,Under Construction,Possession by May 2027
327,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,3 BHK Apartment ,1.06,1690,Under Construction,Possession by May 2027
328,Om Sree Builders DevelopersBUILDER0,Hyderabad,Gundlapochampally,3 BHK Apartment ,1.06,1690,Under Construction,Possession by May 2027
329,sellerVERIFIED OWNER,Hyderabad,Kollur,"2 BHK VillaKollur, Hyderabad",0.7698,1100,Under Construction,3 Bathrooms
330,sellerVERIFIED OWNER,Hyderabad,Rudraram,"2 BHK VillaRudraram, Hyderabad",0.66,1320,Under Construction,2 Bathrooms
331,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,2 BHK Apartment ,0.8116,1503,Under Construction,Possession by Nov 2024
332,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.9584999999999999,1775,Under Construction,Possession by Nov 2024
333,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,1.05,1948,Under Construction,Possession by Nov 2024
334,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,1.01,1888,Under Construction,Possession by Nov 2024
335,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,2 BHK Apartment ,0.7673000000000001,1421,Under Construction,Possession by Nov 2024
336,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.9892,1832,Under Construction,Possession by Nov 2024
337,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,1.08,2000,Under Construction,Possession by Nov 2024
338,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,2 BHK Apartment ,0.7954000000000001,1473,Under Construction,Possession by Nov 2024
339,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.9423,1745,Under Construction,Possession by Nov 2024
340,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,1.1,2049,Under Construction,Possession by Nov 2024
341,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,3 BHK Apartment ,0.9990000000000001,1850,Under Construction,Possession by Nov 2024
342,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,2 BHK Apartment ,0.7155,1325,Under Construction,Possession by Nov 2024
343,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,2 BHK Apartment ,0.7862,1456,Under Construction,Possession by Nov 2024
344,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,2 BHK Apartment ,0.8564,1586,Under Construction,Possession by Nov 2024
345,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,2 BHK Apartment ,0.7548999999999999,1398,Under Construction,Possession by Nov 2024
346,SVC ConstructionsBUILDER0,Hyderabad,Jeedimetla,2 BHK Apartment ,0.7176,1329,Under Construction,Possession by Nov 2024
347,Om Sree Builders And DevelopersBUILDER0,Hyderabad,Sainikpuri,3 BHK Apartment ,1.34,2130,Ready to move,0 - 1 year old
348,Om Sree Builders And DevelopersBUILDER0,Hyderabad,Sainikpuri,3 BHK Apartment ,1.34,2140,Ready to move,0 - 1 year old
349,Alekya Infraa DevelopersAGENT0,Hyderabad,Kamkole,Residential Plot ,0.36,2025,New,2 open sides
350,sellerVERIFIED OWNER,Hyderabad,Sadashivpet,"Residential PlotSadashivpet, Hyderabad",0.2,1647,Resale,4 - 5 years old
351,sellerVERIFIED OWNER,Hyderabad,Machepalle,"Residential PlotMachepalle, Hyderabad",0.2,1650,New,1 - 2 years old
352,sellerVERIFIED OWNER,Hyderabad,Machepalle,"Residential PlotMachepalle, Hyderabad",0.21989999999999998,1800,New,1 - 2 years old
353,sellerVERIFIED OWNER,Hyderabad,Shamshabad,"Residential PlotShamshabad, Hyderabad",0.2562,1650,New,
354,sellerVERIFIED OWNER,Hyderabad,Shankarpally Road,"Residential PlotShankarpally Road, Hyderabad",0.2332,2805,New,6 - 7 years old
355,sellerVERIFIED OWNER,Hyderabad,Shankarpally Road,"Residential PlotShankarpally Road, Hyderabad",0.3,1800,New,6 - 7 years old
356,Alekya Infraa DevelopersAGENT0,Hyderabad,Sadashivpet,Residential Plot ,0.2925,2025,New,1 open sides
357,Alekya Infraa DevelopersAGENT0,Hyderabad,Sadashivpet,Residential Plot ,0.26,1800,New,1 open sides
358,Alekya Infraa DevelopersAGENT0,Hyderabad,Sadashivpet,Residential Plot ,0.2535,1755,New,1 open sides
359,Alekya Infraa DevelopersAGENT0,Hyderabad,Sadashivpet,Residential Plot ,0.247,1710,New,2 open sides
360,Alekya Infraa DevelopersAGENT0,Hyderabad,Sadashivpet,Residential Plot ,0.23399999999999999,1620,New,
361,Alekya Infraa DevelopersAGENT0,Hyderabad,Sadashivpet,Residential Plot ,0.221,1530,New,
362,Alekya Infraa DevelopersAGENT0,Hyderabad,Sadashivpet,Residential Plot ,0.2119,1467,New,
363,Alekya Infraa DevelopersAGENT0,Hyderabad,Aroor,Residential Plot ,0.2608,1467,New,0 - 1 year old
364,Alekya Infraa DevelopersAGENT0,Hyderabad,Aroor,Residential Plot ,0.64,3600,New,0 - 1 year old
365,Alekya Infraa DevelopersAGENT0,Hyderabad,Aroor,Residential Plot ,0.6,3150,New,0 - 1 year old
366,Alekya Infraa DevelopersAGENT0,Hyderabad,Aroor,Residential Plot ,0.56,3150,New,0 - 1 year old
367,Alekya Infraa DevelopersAGENT0,Hyderabad,Aroor,Residential Plot ,0.52,2925,New,0 - 1 year old
368,Provident Housing LimitedBUILDER0,Hyderabad,Rajendra Nagar,3 BHK Apartment ,0.882,1221,Ready to move,2 - 3 years old
369,Provident Housing LimitedBUILDER0,Hyderabad,Rajendra Nagar,2 BHK Apartment ,0.72,980,Ready to move,2 - 3 years old
370,Provident Housing LimitedBUILDER0,Hyderabad,Rajendra Nagar,2 BHK Apartment ,0.6698999999999999,930,Ready to move,2 - 3 years old
371,Provident Housing LimitedBUILDER0,Hyderabad,Rajendra Nagar,1 RK Studio Apartment ,0.33990000000000004,380,Ready to move,2 - 3 years old
372,sellerVERIFIED OWNER,Hyderabad,Sadashivpet,"Residential PlotSadashivpet, Hyderabad",0.1452,5460,New,4 - 5 years old
373,GSR GroupBUILDER0,Hyderabad,Kollur,3 BHK Independent House ,2.08,3200,Under Construction,Possession by Jun 2025
374,Alekya Infraa DevelopersAGENT0,Hyderabad,Sadashivpet,Residential Plot ,0.4875,3375,New,
375,Alekya Infraa DevelopersAGENT0,Hyderabad,Sadashivpet,Residential Plot ,0.455,3150,New,2 open sides
376,Alekya Infraa DevelopersAGENT0,Hyderabad,Sadashivpet,Residential Plot ,0.4225,2925,New,1 open sides
377,Alekya Infraa DevelopersAGENT0,Hyderabad,Sadashivpet,Residential Plot ,0.39,2700,New,1 open sides
378,Alekya Infraa DevelopersAGENT0,Hyderabad,Sadashivpet,Residential Plot ,0.3575,2475,New,1 open sides
379,Alekya Infraa DevelopersAGENT0,Hyderabad,Sadashivpet,Residential Plot ,0.325,2250,New,1 year old
380,Sri Aditya SquaresBUILDER0,Hyderabad,Ramachandrapuram,4 BHK Villa ,2.53,4614,Ready to move,0 - 1 year old
381,Sri Aditya SquaresBUILDER0,Hyderabad,Ramachandrapuram,4 BHK Villa ,2.29,4164,Ready to move,0 - 1 year old
382,Sri Aditya SquaresBUILDER0,Hyderabad,Ramachandrapuram,4 BHK Villa ,2.28,4161,Ready to move,0 - 1 year old
